procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2245532  30924 801804    0    0     0     3  598 1177 60 40  0  0  0 2019-10-29 02:10:54
 1  0      0 2244740  30932 801828    0    0     0    35  592 1129 61 39  0  0  0 2019-10-29 02:10:59
 2  0      0 2243332  30940 801848    0    0     0    26  589 1192 58 42  0  0  0 2019-10-29 02:11:04
 3  0      0 2245304  30948 801868    0    0     0     5  576 1093 61 39  0  0  0 2019-10-29 02:11:09
 4  0      0 2244424  30956 801884    0    0     0     6  584 1210 60 40  0  0  0 2019-10-29 02:11:14
 1  0      0 2243356  30964 801900    0    0     0     6  581 1216 57 43  0  0  0 2019-10-29 02:11:19
 2  0      0 2242852  30972 801920    0    0     0     3  604 1188 59 41  0  0  0 2019-10-29 02:11:24
 2  0      0 2242068  30980 801944    0    0     0     3  588 1140 59 41  0  0  0 2019-10-29 02:11:29
 1  0      0 2241440  30988 801976    0    0     0    41  597 1199 56 44  0  0  0 2019-10-29 02:11:34
 2  0      0 2241192  30996 802000    0    0     0     5  599 1220 64 36  0  0  0 2019-10-29 02:11:39
 1  0      0 2240948  31004 802016    0    0     0     6  607 1277 62 38  0  0  0 2019-10-29 02:11:44
 1  0      0 2231004  31012 802028    0    0     0     6  577 1195 60 40  0  0  0 2019-10-29 02:11:49
 1  0      0 2230796  31020 802056    0    0     0     3  642 1255 58 42  0  0  0 2019-10-29 02:11:54
 2  0      0 2230900  31028 802080    0    0     0     3  641 1256 58 42  0  0  0 2019-10-29 02:11:59
 1  0      0 2230504  31036 802096    0    0     0     3  588 1128 59 41  0  0  0 2019-10-29 02:12:04
 1  0      0 2230412  31044 802128    0    0     0    34  624 1281 57 43  0  0  0 2019-10-29 02:12:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2230764  31052 802152    0    0     0     8  668 1364 59 41  0  0  0 2019-10-29 02:12:14
 2  0      0 2230052  31060 802172    0    0     0     6  634 1275 60 40  0  0  0 2019-10-29 02:12:19
 1  0      0 2230500  31068 802196    0    0     0     6  652 1344 60 40  0  0  0 2019-10-29 02:12:24
 1  0      0 2230980  31076 802212    0    0     0     3  660 1347 57 43  0  0  0 2019-10-29 02:12:29
 1  0      0 2230800  31084 802240    0    0     0    40  643 1256 60 40  0  0  0 2019-10-29 02:12:34
 1  0      0 2230708  31092 802296    0    0     0     8  645 1353 60 40  0  0  0 2019-10-29 02:12:39
 2  0      0 2231356  31100 802324    0    0     0     3  698 1426 59 41  0  0  0 2019-10-29 02:12:44
 2  0      0 2228808  31108 802352    0    0     0     3  681 1424 60 40  0  0  0 2019-10-29 02:12:49
 2  0      0 2229648  31116 802392    0    0     0     3  698 1440 57 43  0  0  0 2019-10-29 02:12:54
 2  0      0 2230296  31116 802436    0    0     0     0  660 1386 58 42  0  0  0 2019-10-29 02:12:59
 1  0      0 2231200  31124 802484    0    0     0    43  719 1481 58 42  0  0  0 2019-10-29 02:13:04
 1  0      0 2228344  31132 802524    0    0     0    14  695 1426 58 42  0  0  0 2019-10-29 02:13:09
 1  0      0 2229176  31140 802568    0    0     0     6  677 1360 60 40  0  0  0 2019-10-29 02:13:14
 2  0      0 2230236  31148 802596    0    0     0     3  752 1565 58 42  0  0  0 2019-10-29 02:13:19
 1  0      0 2230940  31156 802640    0    0     0     3  666 1353 56 44  0  0  0 2019-10-29 02:13:24
 1  0      0 2228676  31164 802680    0    0     0     3  732 1569 56 44  0  0  0 2019-10-29 02:13:29
 2  0      0 2229732  31172 802732    0    0     0    46  717 1520 60 40  0  0  0 2019-10-29 02:13:34
 2  0      0 2229068  31180 802760    0    0     0     5  565 1106 58 42  0  0  0 2019-10-29 02:13:39
 2  0      0 2229868  31188 802804    0    0     0    10  671 1402 58 42  0  0  0 2019-10-29 02:13:44
 1  0      0 2227576  31196 802860    0    0     0     8  733 1631 59 41  0  0  0 2019-10-29 02:13:49
 2  0      0 2228764  31204 802884    0    0     0     3  731 1590 61 39  0  0  0 2019-10-29 02:13:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2229504  31212 802928    0    0     0     3  683 1450 60 40  0  0  0 2019-10-29 02:13:59
 2  0      0 2227560  31220 802976    0    0     0    46  725 1535 58 42  0  0  0 2019-10-29 02:14:04
 1  0      0 2228624  31228 803016    0    0     0     5  717 1518 58 42  0  0  0 2019-10-29 02:14:09
 1  0      0 2229656  31236 803052    0    0     0     3  694 1495 59 41  0  0  0 2019-10-29 02:14:14
 2  0      0 2227864  31244 803100    0    0     0    11  738 1561 59 41  0  0  0 2019-10-29 02:14:19
 1  0      0 2228764  31252 803144    0    0     0     3  712 1499 58 42  0  0  0 2019-10-29 02:14:24
 1  0      0 2226848  31260 803188    0    0     0     3  761 1638 61 39  0  0  0 2019-10-29 02:14:29
 2  0      0 2227904  31268 803232    0    0     0    48  716 1537 63 37  0  0  0 2019-10-29 02:14:34
 1  0      0 2229380  31276 803284    0    0     0     5  763 1708 58 42  0  0  0 2019-10-29 02:14:39
 2  0      0 2227432  31284 803328    0    0     0     3  730 1613 61 39  0  0  0 2019-10-29 02:14:44
 1  0      0 2228012  31292 803368    0    0     0     4  656 1370 59 41  0  0  0 2019-10-29 02:14:49
 1  0      0 2228920  31300 803432    0    0     0    14  744 1558 59 41  0  0  0 2019-10-29 02:14:54
 1  0      0 2227552  31308 803468    0    0     0     3  783 1755 58 42  0  0  0 2019-10-29 02:14:59
 1  0      0 2228616  31316 803512    0    0     0    51  700 1497 60 40  0  0  0 2019-10-29 02:15:04
 1  0      0 2226492  31324 803564    0    0     0     5  743 1641 59 41  0  0  0 2019-10-29 02:15:09
 1  0      0 2227932  31332 803600    0    0     0     3  760 1642 59 41  0  0  0 2019-10-29 02:15:14
 2  0      0 2225980  31340 803640    0    0     0     3  697 1577 58 42  0  0  0 2019-10-29 02:15:19
 2  0      0 2227516  31348 803692    0    0     0     5  758 1683 61 39  0  0  0 2019-10-29 02:15:24
 1  0      0 2225912  31356 803744    0    0     0    52  786 1746 60 40  0  0  0 2019-10-29 02:15:29
 1  0      0 2227492  31364 803792    0    0     0     5  755 1700 56 44  0  0  0 2019-10-29 02:15:34
 2  0      0 2225832  31372 803836    0    0     0     3  769 1702 58 42  0  0  0 2019-10-29 02:15:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2227336  31380 803884    0    0     0     3  760 1632 60 40  0  0  0 2019-10-29 02:15:44
 1  0      0 2225612  31388 803928    0    0     0     3  754 1662 60 40  0  0  0 2019-10-29 02:15:49
 1  0      0 2227404  31396 803968    0    0     0     3  774 1772 58 42  0  0  0 2019-10-29 02:15:54
 2  0      0 2225588  31404 804024    0    0     0     3  764 1731 59 41  0  0  0 2019-10-29 02:15:59
 1  0      0 2226356  31412 804084    0    0     0    62  697 1489 62 38  0  0  0 2019-10-29 02:16:04
 1  0      0 2224836  31420 804124    0    0     0    11  760 1683 59 41  0  0  0 2019-10-29 02:16:09
 1  0      0 2226604  31428 804160    0    0     0     3  775 1713 61 39  0  0  0 2019-10-29 02:16:14
 1  0      0 2225044  31436 804216    0    0     0     3  780 1794 60 40  0  0  0 2019-10-29 02:16:19
 3  0      0 2226812  31444 804260    0    0     0     3  767 1709 59 41  0  0  0 2019-10-29 02:16:24
 1  0      0 2224996  31444 804316    0    0     0     0  735 1570 61 39  0  0  0 2019-10-29 02:16:29
 4  0      0 2226660  31452 804372    0    0     0    53  768 1701 60 40  0  0  0 2019-10-29 02:16:34
 2  0      0 2225032  31460 804416    0    0     0     6  758 1732 58 42  0  0  0 2019-10-29 02:16:39
 1  0      0 2226440  31468 804464    0    0     0     6  741 1627 60 40  0  0  0 2019-10-29 02:16:44
 1  0      0 2225132  31476 804508    0    0     0     3  784 1711 56 44  0  0  0 2019-10-29 02:16:49
 1  0      0 2226604  31484 804552    0    0     0     3  746 1666 60 40  0  0  0 2019-10-29 02:16:54
 3  0      0 2225104  31492 804600    0    0     0     3  766 1755 59 41  0  0  0 2019-10-29 02:16:59
 1  0      0 2226464  31500 804676    0    0     0    54  768 1706 58 42  0  0  0 2019-10-29 02:17:04
 1  0      0 2224692  31508 804728    0    0     0    10  757 1661 58 42  0  0  0 2019-10-29 02:17:09
 2  0      0 2226236  31516 804752    0    0     0     9  752 1632 59 41  0  0  0 2019-10-29 02:17:14
 1  0      0 2224452  31524 804796    0    0     0    12  730 1553 57 43  0  0  0 2019-10-29 02:17:19
 1  0      0 2225804  31532 804844    0    0     0     3  730 1597 58 42  0  0  0 2019-10-29 02:17:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2224120  31540 804900    0    0     0     3  755 1682 60 40  0  0  0 2019-10-29 02:17:29
 1  0      0 2225760  31548 804940    0    0     0    54  765 1670 57 43  0  0  0 2019-10-29 02:17:34
 2  0      0 2224736  31556 804996    0    0     0     5  803 1868 58 42  0  0  0 2019-10-29 02:17:39
 1  0      0 2223968  31564 805052    0    0     0     3  825 1921 57 43  0  0  0 2019-10-29 02:17:44
 1  0      0 2226220  31572 805104    0    0     0     4  836 1887 58 42  0  0  0 2019-10-29 02:17:49
 2  0      0 2225868  31580 805168    0    0     0    47  885 2054 57 43  0  0  0 2019-10-29 02:17:54
 1  0      0 2225292  31588 805228    0    0     0     5  856 2023 62 38  0  0  0 2019-10-29 02:17:59
 1  0      0 2224352  31596 805280    0    0     0     3  817 1955 60 40  0  0  0 2019-10-29 02:18:04
 1  0      0 2223332  31604 805336    0    0     0     3  807 1933 62 38  0  0  0 2019-10-29 02:18:09
 1  0      0 2225128  31612 805400    0    0     0     3  827 1946 62 38  0  0  0 2019-10-29 02:18:14
 1  0      0 2223696  31620 805448    0    0     0     8  763 1699 59 41  0  0  0 2019-10-29 02:18:19
 1  0      0 2225848  31628 805496    0    0     0    60  811 1821 55 45  0  0  0 2019-10-29 02:18:24
 1  0      0 2224296  31636 805552    0    0     0    14  745 1687 56 44  0  0  0 2019-10-29 02:18:29
 2  0      0 2223088  31644 805600    0    0     0     3  780 1717 56 44  0  0  0 2019-10-29 02:18:34
 2  0      0 2225296  31652 805664    0    0     0     3  848 1985 60 40  0  0  0 2019-10-29 02:18:39
 1  0      0 2224860  31660 805720    0    0     0     3  867 2028 60 40  0  0  0 2019-10-29 02:18:44
 1  0      0 2223996  31668 805776    0    0     0     3  812 1893 58 42  0  0  0 2019-10-29 02:18:49
 1  0      0 2223196  31676 805832    0    0     0    59  815 1926 59 41  0  0  0 2019-10-29 02:18:54
 1  0      0 2225500  31684 805896    0    0     0     6  835 1934 59 41  0  0  0 2019-10-29 02:18:59
 1  0      0 2224764  31692 805956    0    0     0     6  842 1883 60 40  0  0  0 2019-10-29 02:19:04
 2  0      0 2224268  31700 806008    0    0     0     3  851 2004 62 38  0  0  0 2019-10-29 02:19:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2223372  31708 806064    0    0     0     3  809 1860 58 42  0  0  0 2019-10-29 02:19:14
 2  0      0 2225356  31716 806120    0    0     0     3  791 1778 60 40  0  0  0 2019-10-29 02:19:19
 1  0      0 2223460  31724 806188    0    0     0     8  777 1774 58 42  0  0  0 2019-10-29 02:19:24
 1  0      0 2223124  31732 806256    0    0     0    61  871 2043 57 43  0  0  0 2019-10-29 02:19:29
 1  0      0 2222460  31740 806300    0    0     0     3  837 1912 58 42  0  0  0 2019-10-29 02:19:34
 1  0      0 2224900  31748 806360    0    0     0     8  816 1896 59 41  0  0  0 2019-10-29 02:19:39
 2  0      0 2224716  31756 806416    0    0     0    10  881 2060 57 43  0  0  0 2019-10-29 02:19:44
 1  0      0 2223768  31764 806488    0    0     0     3  851 1955 58 42  0  0  0 2019-10-29 02:19:49
 1  0      0 2223032  31772 806528    0    0     0     3  816 1910 60 40  0  0  0 2019-10-29 02:19:54
 4  0      0 2222360  31780 806592    0    0     0    64  841 1907 61 39  0  0  0 2019-10-29 02:19:59
 1  0      0 2224344  31788 806656    0    0     0     3  767 1816 58 42  0  0  0 2019-10-29 02:20:04
 3  0      0 2223480  31796 806704    0    0     0     3  834 1867 60 40  0  0  0 2019-10-29 02:20:09
 4  0      0 2222200  31804 806752    0    0     0     5  775 1773 57 43  0  0  0 2019-10-29 02:20:14
 2  0      0 2223804  31812 806808    0    0     0    46  768 1736 59 41  0  0  0 2019-10-29 02:20:19
 1  0      0 2222980  31820 806864    0    0     0     3  805 1851 59 41  0  0  0 2019-10-29 02:20:24
 1  0      0 2221984  31828 806932    0    0     0     8  832 1982 56 44  0  0  0 2019-10-29 02:20:29
 1  0      0 2221840  31836 806972    0    0     0     3  888 2081 58 42  0  0  0 2019-10-29 02:20:34
 1  0      0 2221432  31844 807032    0    0     0     3  843 2046 61 39  0  0  0 2019-10-29 02:20:39
 1  0      0 2224128  31852 807092    0    0     0     3  857 2036 59 41  0  0  0 2019-10-29 02:20:44
 1  0      0 2223888  31860 807156    0    0     0    65  882 2069 60 40  0  0  0 2019-10-29 02:20:49
 1  0      0 2223080  31868 807220    0    0     0    10  805 1883 57 43  0  0  0 2019-10-29 02:20:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2221580  31876 807280    0    0     0     3  787 1818 55 45  0  0  0 2019-10-29 02:20:59
 1  0      0 2221108  31884 807336    0    0     0     3  840 1972 59 41  0  0  0 2019-10-29 02:21:04
 1  0      0 2220884  31884 807400    0    0     0     0  886 2075 56 44  0  0  0 2019-10-29 02:21:09
 1  0      0 2223604  31892 807460    0    0     0     3  864 2031 58 42  0  0  0 2019-10-29 02:21:14
 1  0      0 2223348  31900 807528    0    0     0    62  870 2092 60 40  0  0  0 2019-10-29 02:21:19
 1  0      0 2222936  31908 807592    0    0     0     5  863 1979 57 43  0  0  0 2019-10-29 02:21:24
 2  0      0 2222140  31916 807652    0    0     0     6  826 1939 56 44  0  0  0 2019-10-29 02:21:29
 1  0      0 2221692  31924 807708    0    0     0     6  842 1990 59 41  0  0  0 2019-10-29 02:21:34
 1  0      0 2220992  31932 807788    0    0     0     3  888 2127 60 40  0  0  0 2019-10-29 02:21:39
 1  0      0 2220360  31940 807836    0    0     0    66  830 1971 59 41  0  0  0 2019-10-29 02:21:44
 1  0      0 2223032  31948 807892    0    0     0     5  871 1985 54 46  0  0  0 2019-10-29 02:21:49
 1  0      0 2222404  31956 807956    0    0     0     3  830 1981 57 43  0  0  0 2019-10-29 02:21:54
 1  0      0 2221996  31964 808004    0    0     0     3  866 2005 60 40  0  0  0 2019-10-29 02:21:59
 1  0      0 2221452  31972 808072    0    0     0    46  849 1966 59 41  0  0  0 2019-10-29 02:22:04
 1  0      0 2387752  31980 669468    0    0     0     5  717 1596 61 39  0  0  0 2019-10-29 02:22:09
 2  0      0 2882808  31992 634816    0    0     0    33  285  357 57 43  0  0  0 2019-10-29 02:22:14
 2  0      0 2854412  32000 634792    0    0     0    16  297  526 65 35  0  0  0 2019-10-29 02:22:19
 2  0      0 2820544  32008 634816    0    0     0     3  301  705 62 38  0  0  0 2019-10-29 02:22:24
 1  0      0 2783436  32008 634800    0    0     0     0  308  444 58 42  0  0  0 2019-10-29 02:22:29
 1  0      0 2783468  32016 634776    0    0     0    20  300  110 56 44  0  0  0 2019-10-29 02:22:34
 1  0      0 2783468  32024 634772    0    0     0    41  301  126 56 44  0  0  0 2019-10-29 02:22:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 2783056  32024 634780    0    0     0     0  302  144 56 44  0  0  0 2019-10-29 02:22:44
 2  0      0 2484268  32032 860920    0    0     0 24269  934 6717 53 47  0  0  0 2019-10-29 02:22:49
 3  0      0 2382744  32040 880456    0    0     0    30  345  477 61 39  0  0  0 2019-10-29 02:22:54
 4  0      0 2272480  32048 915092    0    0     0  6726  322  383 62 38  0  0  0 2019-10-29 02:22:59
 3  0      0 2225864  32056 918108    0    0     0    17  302  531 65 35  0  0  0 2019-10-29 02:23:04
 4  0      0 2221696  32064 922404    0    0     0     6  301  386 66 34  0  0  0 2019-10-29 02:23:09
 4  0      0 2206772  32072 927876    0    0     0     4  301  298 66 34  0  0  0 2019-10-29 02:23:14
 2  0      0 2209776  32080 931324    0    0     0    41  305  250 62 38  0  0  0 2019-10-29 02:23:19
 1  0      0 2209608  32088 931324    0    0     0 24262  391  210 57 43  0  0  0 2019-10-29 02:23:24
 1  0      0 2209772  32088 931316    0    0     0     0  300  114 56 44  0  0  0 2019-10-29 02:23:29
 1  0      0 2209820  32096 931312    0    0     0     2  301  111 59 41  0  0  0 2019-10-29 02:23:34
 1  0      0 2209944  32104 931312    0    0     0     5  301  113 57 43  0  0  0 2019-10-29 02:23:39
 1  0      0 2209944  32104 931312    0    0     0     0  298  106 55 45  0  0  0 2019-10-29 02:23:44
 1  0      0 2210176  32120 931356    0    0     0    22  312  171 58 42  0  0  0 2019-10-29 02:23:49
 1  0      0 2209812  32128 931340    0    0     0  3160  311  142 55 45  0  0  0 2019-10-29 02:23:54
 1  0      0 2209852  32128 931324    0    0     0     0  300  110 54 46  0  0  0 2019-10-29 02:23:59
 1  0      0 2209860  32136 931312    0    0     0     2  301  112 57 43  0  0  0 2019-10-29 02:24:04
 1  0      0 2209868  32144 931312    0    0     0     5  301  112 58 42  0  0  0 2019-10-29 02:24:09
 1  0      0 2209876  32144 931312    0    0     0     0  298  105 58 42  0  0  0 2019-10-29 02:24:14
 2  0      0 2178636  32152 931320    0    0     0     6  350  341 59 41  0  0  0 2019-10-29 02:24:19
 2  0      0 2153528  32160 931324    0    0     0    17  306  290 56 44  0  0  0 2019-10-29 02:24:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2167488  32168 931324    0    0     0    27  306  124 55 45  0  0  0 2019-10-29 02:24:29
 1  0      0 2167592  32168 931320    0    0     0     0  304  113 55 45  0  0  0 2019-10-29 02:24:34
 1  0      0 2167592  32176 931316    0    0     0     5  301  114 57 43  0  0  0 2019-10-29 02:24:39
 1  0      0 2168168  32184 931316    0    0     0     2  325  123 55 45  0  0  0 2019-10-29 02:24:44
 1  0      0 2168076  32192 931320    0    0     0    10  303  118 57 43  0  0  0 2019-10-29 02:24:49
 1  0      0 2168200  32200 931312    0    0     0     2  299  110 57 43  0  0  0 2019-10-29 02:24:54
 1  0      0 2167580  32200 931324    0    0     0     5  305  170 54 46  0  0  0 2019-10-29 02:24:59
 1  0      0 2167588  32208 931320    0    0     0     7  301  114 58 42  0  0  0 2019-10-29 02:25:04
 1  0      0 2167604  32216 931316    0    0     0     5  301  114 56 44  0  0  0 2019-10-29 02:25:09
 1  0      0 2167612  32224 931312    0    0     0     2  298  109 57 43  0  0  0 2019-10-29 02:25:14
 1  0      0 2167652  32224 931320    0    0     0     3  300  111 53 47  0  0  0 2019-10-29 02:25:19
 1  0      0 2167776  32232 931316    0    0     0     2  300  112 56 44  0  0  0 2019-10-29 02:25:24
 1  0      0 2167808  32240 931316    0    0     0     2  304  117 54 46  0  0  0 2019-10-29 02:25:29
 1  0      0 2167848  32248 931316    0    0     0     9  302  112 54 46  0  0  0 2019-10-29 02:25:34
 1  0      0 2167964  32256 931316    0    0     0     8  303  123 55 45  0  0  0 2019-10-29 02:25:39
 2  0      0 2135124  32264 931316    0    0     0    23  329  304 59 41  0  0  0 2019-10-29 02:25:44
 1  0      0 2132712  32264 931344    0    0     0     0  332  407 62 38  0  0  0 2019-10-29 02:25:49
 1  0      0 2132744  32272 931340    0    0     0    17  300  109 57 43  0  0  0 2019-10-29 02:25:54
 1  0      0 2132720  32280 931348    0    0     0    10  316  254 60 40  0  0  0 2019-10-29 02:25:59
 1  0      0 2128048  32280 931352    0    0     0     0  326  418 57 43  0  0  0 2019-10-29 02:26:04
 1  0      0 2124172  32288 931376    0    0     0    17  412  675 61 39  0  0  0 2019-10-29 02:26:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2121892  32296 931388    0    0     0    12  446  765 61 39  0  0  0 2019-10-29 02:26:14
 1  0      0 2111524  32304 931404    0    0     0    48  502  887 61 39  0  0  0 2019-10-29 02:26:19
 1  0      0 2109476  32312 931428    0    0     0    19  533  987 60 40  0  0  0 2019-10-29 02:26:24
 1  0      0 2110596  32320 931448    0    0     0    12  542 1014 61 39  0  0  0 2019-10-29 02:26:29
 1  0      0 2109084  32328 931468    0    0     0    17  570 1078 62 38  0  0  0 2019-10-29 02:26:34
 2  0      0 2105336  32336 931492    0    0     0    18  555 1031 61 39  0  0  0 2019-10-29 02:26:39
 1  0      0 2103796  32344 931512    0    0     0    10  584 1161 60 40  0  0  0 2019-10-29 02:26:44
 3  0      0 2105392  32352 931540    0    0     0    50  610 1222 63 37  0  0  0 2019-10-29 02:26:49
 1  0      0 2104896  32360 931560    0    0     0    26  616 1216 60 40  0  0  0 2019-10-29 02:26:54
 1  0      0 2104080  32368 931576    0    0     0     6  613 1193 60 40  0  0  0 2019-10-29 02:26:59
 1  0      0 2103480  32376 931592    0    0     0     3  604 1170 58 42  0  0  0 2019-10-29 02:27:04
 2  0      0 2103236  32384 931616    0    0     0     3  671 1349 59 41  0  0  0 2019-10-29 02:27:09
 2  0      0 2102636  32392 931640    0    0     0     8  646 1315 59 41  0  0  0 2019-10-29 02:27:14
 1  0      0 2101868  32400 931664    0    0     0    20  641 1385 59 41  0  0  0 2019-10-29 02:27:19
 2  0      0 2101944  32408 931692    0    0     0    30  662 1391 58 42  0  0  0 2019-10-29 02:27:24
 2  0      0 2101932  32416 931716    0    0     0     6  658 1374 60 40  0  0  0 2019-10-29 02:27:29
 2  0      0 2102164  32424 931740    0    0     0     5  654 1348 62 38  0  0  0 2019-10-29 02:27:34
 1  0      0 2102020  32432 931772    0    0     0     6  649 1359 63 37  0  0  0 2019-10-29 02:27:39
 1  0      0 2101656  32440 931804    0    0     0     3  644 1320 60 40  0  0  0 2019-10-29 02:27:44
 2  0      0 2091616  32448 931832    0    0     0    13  653 1342 56 44  0  0  0 2019-10-29 02:27:49
 1  0      0 2089056  32456 931876    0    0     0    34  694 1421 59 41  0  0  0 2019-10-29 02:27:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2089396  32464 931920    0    0     0     5  713 1488 60 40  0  0  0 2019-10-29 02:27:59
 2  0      0 2089980  32472 931956    0    0     0     4  692 1467 59 41  0  0  0 2019-10-29 02:28:04
 4  0      0 2090496  32480 931984    0    0     0     4  723 1390 63 37  0  0  0 2019-10-29 02:28:09
 1  0      0 2090360  32488 932024    0    0     0     3  691 1397 60 40  0  0  0 2019-10-29 02:28:14
 1  0      0 2087580  32496 932072    0    0     0    10  715 1481 57 43  0  0  0 2019-10-29 02:28:19
 1  0      0 2088328  32504 932116    0    0     0    49  718 1469 57 43  0  0  0 2019-10-29 02:28:24
 1  0      0 2089336  32512 932152    0    0     0     5  743 1466 61 39  0  0  0 2019-10-29 02:28:29
 1  0      0 2089824  32520 932184    0    0     0     3  682 1346 59 41  0  0  0 2019-10-29 02:28:34
 1  0      0 2087692  32528 932232    0    0     0     6  731 1523 57 43  0  0  0 2019-10-29 02:28:39
 1  0      0 2088816  32536 932276    0    0     0     6  778 1600 57 43  0  0  0 2019-10-29 02:28:44
 1  0      0 2086804  32544 932320    0    0     0    10  749 1559 58 42  0  0  0 2019-10-29 02:28:49
 1  0      0 2087444  32552 932352    0    0     0    41  703 1357 58 42  0  0  0 2019-10-29 02:28:54
 1  0      0 2088328  32560 932396    0    0     0     9  765 1658 59 41  0  0  0 2019-10-29 02:28:59
 1  0      0 2089328  32568 932440    0    0     0     3  717 1487 59 41  0  0  0 2019-10-29 02:29:04
 1  0      0 2087352  32576 932480    0    0     0     3  790 1616 59 41  0  0  0 2019-10-29 02:29:09
 1  0      0 2088320  32584 932516    0    0     0    38  718 1413 60 40  0  0  0 2019-10-29 02:29:14
 1  0      0 2086148  32592 932568    0    0     0     5  745 1594 61 39  0  0  0 2019-10-29 02:29:19
 1  0      0 2086092  32600 932596    0    0     0     3  657 1329 59 41  0  0  0 2019-10-29 02:29:24
 1  0      0 2087056  32608 932628    0    0     0     8  761 1605 60 40  0  0  0 2019-10-29 02:29:29
 2  0      0 2085368  32616 932676    0    0     0     3  772 1628 58 42  0  0  0 2019-10-29 02:29:34
 1  0      0 2086760  32624 932720    0    0     0     3  779 1718 61 39  0  0  0 2019-10-29 02:29:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2088240  32624 932776    0    0     0     0  774 1646 61 39  0  0  0 2019-10-29 02:29:44
 2  0      0 2086620  32632 932832    0    0     0    49  797 1684 58 42  0  0  0 2019-10-29 02:29:49
 2  0      0 2088124  32640 932876    0    0     0    14  770 1573 58 42  0  0  0 2019-10-29 02:29:54
 1  0      0 2086268  32648 932924    0    0     0     3  760 1620 55 45  0  0  0 2019-10-29 02:29:59
 1  0      0 2086784  32656 932956    0    0     0     3  703 1394 61 39  0  0  0 2019-10-29 02:30:04
 1  0      0 2088000  32664 933004    0    0     0     3  738 1598 58 42  0  0  0 2019-10-29 02:30:09
 1  0      0 2086200  32672 933052    0    0     0     3  784 1736 55 45  0  0  0 2019-10-29 02:30:14
 1  0      0 2087360  32680 933108    0    0     0    51  808 1769 59 41  0  0  0 2019-10-29 02:30:19
 2  0      0 2085704  32688 933156    0    0     0     6  752 1669 59 41  0  0  0 2019-10-29 02:30:24
 1  0      0 2087328  32696 933200    0    0     0     6  789 1734 61 39  0  0  0 2019-10-29 02:30:29
 1  0      0 2085548  32704 933244    0    0     0     6  813 1772 60 40  0  0  0 2019-10-29 02:30:34
 1  0      0 2086848  32712 933292    0    0     0     8  763 1629 58 42  0  0  0 2019-10-29 02:30:39
 1  0      0 2085448  32720 933340    0    0     0     3  793 1721 60 40  0  0  0 2019-10-29 02:30:44
 2  0      0 2083952  32728 933400    0    0     0    54  807 1707 61 39  0  0  0 2019-10-29 02:30:49
 1  0      0 2085560  32736 933448    0    0     0     5  764 1680 59 41  0  0  0 2019-10-29 02:30:54
 1  0      0 2084280  32744 933496    0    0     0     4  814 1792 57 43  0  0  0 2019-10-29 02:30:59
 2  0      0 2086232  32752 933544    0    0     0    12  833 1837 60 40  0  0  0 2019-10-29 02:31:04
 1  0      0 2084924  32760 933592    0    0     0     3  812 1791 59 41  0  0  0 2019-10-29 02:31:09
 1  0      0 2083964  32768 933648    0    0     0     3  849 1835 58 42  0  0  0 2019-10-29 02:31:14
